#separator:tab
#html:true
#tags column:3
#notetype:Basic
#deck:HMM Hanzi
<div style='font-size:96px'>很</div>	<div style='font-size:28px'>很 · <b>hěn</b></div><div>very</div><hr><div><b>Hugh Jackman</b> · Aberdeen · Train station · Tone 3 (dipping)</div><div><i>Props:</i> treadmill (彳) + stubborn mule (艮)</div><br><div>At <b>Aberdeen train station</b>, <b>Hugh Jackman</b> is on a treadmill, trying to drag a stubborn mule onto the train. The mule is <b>VERY</b> stubborn.</div><br><div><i>Words:</i> 很多</div>	HMM batch01 tone3
<div style='font-size:96px'>十</div>	<div style='font-size:28px'>十 · <b>shí</b></div><div>ten</div><hr><div><b>Shannon</b> · Karlštejn Castle · Great Tower · Tone 2 (rising)</div><div><i>Props:</i> first-aid cross (十)</div><br><div><b>Shannon</b> paints a giant first-aid cross on the <b>Great Tower of Karlštejn</b> and counts the nurses rushing up: one, two… <b>TEN</b>!</div><br><div><i>Words:</i> 十分</div>	HMM batch01 tone2
<div style='font-size:96px'>三</div>	<div style='font-size:28px'>三 · <b>sān</b></div><div>three</div><hr><div><b>Sandra Bullock</b> · Anděl · Metro station · Tone 1 (flat)</div><div><i>Props:</i> three oars (一 ×3)</div><br><div>At <b>Anděl metro station</b>, <b>Sandra Bullock</b> blocks the escalator with <b>three</b> oars stacked on top of each other.</div><br><div><i>Words:</i> 三</div>	HMM batch01 tone1
<div style='font-size:96px'>四</div>	<div style='font-size:28px'>四 · <b>sì</b></div><div>four</div><hr><div><b>Sandra Bullock</b> · Karlštejn Castle · Dungeon · Tone 4 (falling)</div><div><i>Props:</i> crate (囗) + stilts (儿)</div><br><div>In the <b>Karlštejn dungeon</b>, <b>Sandra Bullock</b> opens a crate and a pair of stilts walks out, then another. <b>Four</b> legs!</div><br><div><i>Words:</i> 四</div>	HMM batch01 tone4
<div style='font-size:96px'>八</div>	<div style='font-size:28px'>八 · <b>bā</b></div><div>eight</div><hr><div><b>Brenda Felix</b> · Praha · Charles Bridge · Tone 1 (flat)</div><div><i>Props:</i> chopsticks spread apart (八)</div><br><div>On <b>Charles Bridge</b>, <b>Brenda Felix</b> balances a pair of giant chopsticks, spread wide, on each of <b>eight</b> statues.</div><br><div><i>Words:</i> 八</div>	HMM batch01 tone1
<div style='font-size:96px'>子</div>	<div style='font-size:28px'>子 · <b>zǐ</b></div><div>child; son; (noun suffix)</div><hr><div><b>Zac Efron</b> · Karlštejn Castle · Chapel of the Holy Cross · Tone 3 (dipping)</div><div><i>Props:</i> baby car seat (子)</div><br><div>In the <b>Chapel of the Holy Cross</b> at <b>Karlštejn</b>, <b>Zac Efron</b> gently sets down a baby in a car seat: his godchild's christening.</div><br><div><i>Words:</i> 儿子 · 杯子</div>	HMM batch01 tone3
<div style='font-size:96px'>字</div>	<div style='font-size:28px'>字 · <b>zì</b></div><div>character; word</div><hr><div><b>Zac Efron</b> · Karlštejn Castle · Dungeon · Tone 4 (falling)</div><div><i>Props:</i> pitched roof (宀) + baby car seat (子)</div><br><div>Down in the <b>Karlštejn dungeon</b>, under a small pitched roof, <b>Zac Efron</b> teaches a baby in a car seat to write Chinese <b>characters</b>.</div><br><div><i>Words:</i> 名字 · 汉字</div>	HMM batch01 tone4
<div style='font-size:96px'>太</div>	<div style='font-size:28px'>太 · <b>tài</b></div><div>too; very</div><hr><div><b>Taylor Swift</b> · Sky3 · Elevator bank · Tone 4 (falling)</div><div><i>Props:</i> oar (一) + heels (人) + raindrop (丶)</div><br><div>At the <b>Sky3 elevator bank</b>, <b>Taylor Swift</b> tries to fit an oar and a pair of stilettos into the elevator. One raindrop falls on them: "Ugh, <b>TOO</b> much!"</div><br><div><i>Words:</i> 太阳</div>	HMM batch01 tone4
<div style='font-size:96px'>老</div>	<div style='font-size:28px'>老 · <b>lǎo</b></div><div>old</div><hr><div><b>Laura</b> · Nashville townhouse · Upstairs bedroom · Tone 3 (dipping)</div><div><i>Props:</i> walking cane (耂) + spoon (匕)</div><br><div>In the <b>upstairs bedroom of the Nashville townhouse</b>, <b>Laura</b> hobbles in on a walking cane, feeding porridge with a spoon to a very <b>old</b> man.</div><br><div><i>Words:</i> 老师</div>	HMM batch01 tone3
<div style='font-size:96px'>高</div>	<div style='font-size:28px'>高 · <b>gāo</b></div><div>high; tall</div><hr><div><b>George Clooney</b> · Nashville townhouse · Front porch · Tone 1 (flat)</div><div><i>Props:</i> pagoda tower (高)</div><br><div><b>George Clooney</b> stacks a pagoda tower on the <b>front porch of the Nashville townhouse</b>, so <b>tall</b> it pokes through the clouds.</div><br><div><i>Words:</i> 高兴</div>	HMM batch01 tone1
<div style='font-size:96px'>生</div>	<div style='font-size:28px'>生 · <b>shēng</b></div><div>be born; life; raw</div><hr><div><b>Shannon</b> · Old Town Square · Trdelník stand · Tone 1 (flat)</div><div><i>Props:</i> sprouting seedling (生)</div><br><div>At the <b>trdelník stand</b> in <b>Old Town Square</b>, <b>Shannon</b> watches a seedling sprout right out of the dough: a new <b>life</b> is <b>born</b>!</div><br><div><i>Words:</i> 学生 · 医生</div>	HMM batch01 tone1
