#separator:tab
#html:true
#tags column:3
#notetype:Basic
#deck:HMM Hanzi
<div style='font-size:96px'>书</div>	<div style='font-size:28px'>书 · <b>shū</b></div><div>book</div><hr><div><b>Shannon</b> · Honolulu · Waikiki Beach · Tone 1 (flat)</div><div><i>Props:</i> open book (书)</div><br><div>Stretched out flat on <b>Waikiki Beach</b>, <b>Shannon</b> reads an enormous open <b>book</b> as a sun shade.</div><br><div><i>Words:</i> 图书馆</div>	HMM batch02 tone1
<div style='font-size:96px'>天</div>	<div style='font-size:28px'>天 · <b>tiān</b></div><div>sky; day</div><hr><div><b>Taylor Swift</b> · Vienna · Schönbrunn Palace gardens · Tone 1 (flat)</div><div><i>Props:</i> oar (一) above oar + heels (大)</div><br><div>In the <b>Schönbrunn gardens</b>, <b>Taylor Swift</b> stands tall in stilettos, arms and oar out wide, and holds a second oar high overhead to point at the <b>sky</b>: "What a beautiful <b>day</b>!"</div><br><div><i>Words:</i> 今天 · 明天</div>	HMM batch02 tone1
<div style='font-size:96px'>年</div>	<div style='font-size:28px'>年 · <b>nián</b></div><div>year</div><hr><div><b>Nhi Le</b> · Vienna · Prater Ferris wheel · Tone 2 (rising)</div><div><i>Props:</i> wall calendar (年)</div><br><div>Riding the <b>Prater Ferris wheel</b>, <b>Nhi Le</b> flips a wall calendar one page per carriage. By the top, a whole <b>year</b> has passed.</div><br><div><i>Words:</i> 去年 · 今年</div>	HMM batch02 tone2
<div style='font-size:96px'>月</div>	<div style='font-size:28px'>月 · <b>yuè</b></div><div>moon; month</div><hr><div><b>Weird Al</b> · Utrecht · Bikes tumbling into the canal · Tone 4 (falling)</div><div><i>Props:</i> joint of meat (月)</div><br><div>Under a full <b>moon</b> in <b>Utrecht</b>, <b>Weird Al</b> cycles along the canal with a joint of meat in the basket, hits a bollard and tumbles into the water. It happens every <b>month</b>.</div><br><div><i>Words:</i> 月亮 · 一月</div>	HMM batch02 tone4
<div style='font-size:96px'>下</div>	<div style='font-size:28px'>下 · <b>xià</b></div><div>down; under; next</div><hr><div><b>Cher</b> · Ljubljana · Steps down to the river · Tone 4 (falling)</div><div><i>Props:</i> flag hanging below an oar (下)</div><br><div>On the <b>steps down to the river in Ljubljana</b>, <b>Cher</b> holds an oar level and lowers a flag <b>DOWN</b> underneath it, step by step.</div><br><div><i>Words:</i> 下午 · 下雨</div>	HMM batch02 tone4
<div style='font-size:96px'>回</div>	<div style='font-size:28px'>回 · <b>huí</b></div><div>return; go back</div><hr><div><b>Hugh Jackman</b> · Norway · Pulpit Rock climb · Tone 2 (rising)</div><div><i>Props:</i> crate (囗) around wind-up teeth (口)</div><br><div>Halfway up <b>Pulpit Rock</b>, <b>Hugh Jackman</b> realises the chattering wind-up teeth were left in a crate at the bottom and has to <b>go back</b> down to fetch them.</div><br><div><i>Words:</i> 回答 · 回家</div>	HMM batch02 tone2
<div style='font-size:96px'>会</div>	<div style='font-size:28px'>会 · <b>huì</b></div><div>can; be able to; meeting</div><hr><div><b>Hugh Jackman</b> · Norway · Seven Sisters waterfall · Tone 4 (falling)</div><div><i>Props:</i> heels (人) + cloud (云)</div><br><div>At the <b>Seven Sisters waterfall</b>, <b>Hugh Jackman</b> steps off the cliff in stilettos onto a cloud and rides it down the falls: "I <b>can</b> do this!"</div><br><div><i>Words:</i> 会议 · 机会</div>	HMM batch02 tone4
<div style='font-size:96px'>叫</div>	<div style='font-size:28px'>叫 · <b>jiào</b></div><div>be called; call; shout</div><hr><div><b>Julia Roberts</b> · Cat café · Cat pouncing off a shelf · Tone 4 (falling)</div><div><i>Props:</i> wind-up teeth (口) + tangled rope (丩)</div><br><div>A cat pounces off a <b>cat café</b> shelf, tangling <b>Julia Roberts</b> in rope. Wind-up teeth <b>shout</b> for help: "<b>Call</b> the manager!"</div><br><div><i>Words:</i> 叫</div>	HMM batch02 tone4
<div style='font-size:96px'>听</div>	<div style='font-size:28px'>听 · <b>tīng</b></div><div>listen; hear</div><hr><div><b>Taylor Swift</b> · Burger King · Counter · Tone 1 (flat)</div><div><i>Props:</i> wind-up teeth (口) + hatchet (斤)</div><br><div>At the <b>Burger King counter</b>, wind-up teeth chatter next to a hatchet. <b>Taylor Swift</b> leans in and <b>listens</b> very carefully.</div><br><div><i>Words:</i> 听说 · 听见</div>	HMM batch02 tone1
<div style='font-size:96px'>想</div>	<div style='font-size:28px'>想 · <b>xiǎng</b></div><div>want; think; miss</div><hr><div><b>Cher</b> · Willamette River (dragon boat) · Hull dipping through the stroke · Tone 3 (dipping)</div><div><i>Props:</i> tree (木) + giant eyeball (目) + beating heart (心)</div><br><div>In the dragon boat on the <b>Willamette</b>, the hull dips with each stroke. <b>Cher</b> stares at a tree with a giant eyeball in it and <b>thinks</b>, heart beating: "I <b>want</b> to go home."</div><br><div><i>Words:</i> 想 · 理想</div>	HMM batch02 tone3
<div style='font-size:96px'>写</div>	<div style='font-size:28px'>写 · <b>xiě</b></div><div>write</div><hr><div><b>Cher</b> · Aberdeen Beach · Sand dunes · Tone 3 (dipping)</div><div><i>Props:</i> bedsheet (冖) + gift box (与)</div><br><div>In the <b>Aberdeen Beach dunes</b>, <b>Cher</b> ducks under a bedsheet shelter and <b>writes</b> a card to tuck inside a gift box.</div><br><div><i>Words:</i> 写 · 写字</div>	HMM batch02 tone3
<div style='font-size:96px'>做</div>	<div style='font-size:28px'>做 · <b>zuò</b></div><div>do; make</div><hr><div><b>Zac Efron</b> · Waterfront Park, Portland · Rolling down the grassy Bowl · Tone 4 (falling)</div><div><i>Props:</i> heels (亻) + first-aid cross (十) + wind-up teeth (口) + whip (攵)</div><br><div><b>Zac Efron</b> rolls down the grassy <b>Bowl</b> at <b>Waterfront Park</b> in stilettos, cracking a whip at wind-up teeth wearing a first-aid cross: "Get to work! <b>Do</b> something! <b>Make</b> something!"</div><br><div><i>Words:</i> 做饭 · 做作业</div>	HMM batch02 tone4
<div style='font-size:96px'>坐</div>	<div style='font-size:28px'>坐 · <b>zuò</b></div><div>sit; take (transport)</div><hr><div><b>Zac Efron</b> · Waterfront Park, Portland · Rolling down the grassy Bowl · Tone 4 (falling)</div><div><i>Props:</i> two pairs of heels (人人) + pot of soil (土)</div><br><div>At the bottom of the grassy <b>Bowl</b>, two pairs of stilettos <b>sit</b> side by side on a pot of soil. <b>Zac Efron</b> rolls down and <b>sits</b> between them.</div><br><div><i>Words:</i> 坐车</div>	HMM batch02 tone4
<div style='font-size:96px'>住</div>	<div style='font-size:28px'>住 · <b>zhù</b></div><div>live; reside; stay</div><hr><div><b>Judge Judy</b> · Honolulu · Surf break (wipeout) · Tone 4 (falling)</div><div><i>Props:</i> heels (亻) + candle lamp (主)</div><br><div><b>Judge Judy</b> wipes out at the <b>Honolulu surf break</b>, drags stilettos up the beach and lights a candle lamp in a surf shack: "I <b>live</b> here now."</div><br><div><i>Words:</i> 住</div>	HMM batch02 tone4
